RU;Band Size;Band Number;Code;Specie Name;Foraging strategy;Specie Code;Age;Age How1;Age How2;Sex;Sex How1;Sex How2;BP;CP;Fat;Body Molt;FF Molt;Wear;Ecto;Wing Chord;Weight;Total Tail;Longest Tail;Shortest tail (R1);Bill corrugated;Throat feathers;Exposed culmen;Width of R5;Date;Location;Session;Month;Year;Time;Net;Bander;Total culmen;Width culmen;Depth culmen;Tarsus;Leg aperture;Hallux;SL;R1;Tarsus Ring Size (Hummingbirds)
200;RE;A49937;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;0;NA;NA;NA;NA;NA;10;NA;11.18;NA;21-jul-06;MASE;Second;July;2006;6:45;2;SL;NA;NA;NA;NA;NA;NA;NA;NA;NA
201;RE;A49949;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;P;9;M;P;9;0;0;0;0;0;0;0;66;NA;NA;NA;NA;20;NA;19.7;NA;21-jul-06;MASE;Second;July;2006;7:15;2;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
202;RE;A49938;R;METALLURA TYRIANTHINA;Territorial;METY;A;I;9;M;P;9;0;0;0;0;0;1;0;51;NA;NA;NA;NA;50;NA;12.3;NA;21-jul-06;MASE;Second;July;2006;7:45;8;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
203;RE;A49939;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;0;59;NA;NA;NA;NA;0;NA;11.7;NA;21-jul-06;MASE;Second;July;2006;8:50;10;SL;NA;NA;NA;NA;NA;NA;NA;NA;NA
204;RE;A49940;R;METALLURA TYRIANTHINA;Territorial;METY;A;I;9;M;P;9;0;0;0;0;0;1;0;58;NA;NA;NA;NA;0;NA;12.4;NA;21-jul-06;MASE;Second;July;2006;8:50;10;;NA;NA;NA;NA;NA;NA;NA;NA;NA
205;RE;A49961;R;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;M;P;9;0;0;0;0;0;1;0;58;NA;NA;NA;NA;80;NA;11.5;NA;21-jul-06;MASE;Second;July;2006;8:50;14;;NA;NA;NA;NA;NA;NA;NA;NA;NA
206;RE;A49950;R;HELIANGELUS VIOLA;Territorial;HEVI;A;I;P;F;B;9;4;0;0;0;0;5;M;55;NA;NA;NA;NA;0;NA;14.6;NA;21-jul-06;MASE;Second;July;2006;8:50;14;;NA;NA;NA;NA;NA;NA;NA;NA;NA
207;RE;A49951;R;COELIGENA IRIS;Trapliner;COIR;A;I;9;U;9;9;0;0;0;0;0;1;M;75;NA;NA;NA;NA;0;NA;29.9;NA;21-jul-06;MASE;Second;July;2006;8:50;7;;NA;NA;NA;NA;NA;NA;NA;NA;NA
208;RE;A49962;R;METALLURA TYRIANTHINA;Territorial;METY;Y;I;P;M;P;9;0;0;0;0;0;0;0;57;NA;NA;NA;NA;50;NA;11.9;NA;21-jul-06;MASE;Second;July;2006;8:50;19;;NA;NA;NA;NA;NA;NA;NA;NA;NA
209;RE;A49963;R;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;0;0;0;0;0;1;0;52.5;NA;NA;NA;NA;60;NA;11.4;NA;21-jul-06;MASE;Second;July;2006;9:30;14;;NA;NA;NA;NA;NA;NA;NA;NA;NA
210;RE;A49964;R;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;0;0;0;1;0;3;0;51;NA;NA;NA;NA;50;NA;12.7;NA;21-jul-06;MASE;Second;July;2006;11:30;16;;NA;NA;NA;NA;NA;NA;NA;NA;NA
211;RE;A49965;R;METALLURA TYRIANTHINA;Territorial;METY;A;I;9;F;P;9;0;0;0;0;0;1;0;56;NA;NA;NA;NA;50;NA;11.7;NA;21-jul-06;MASE;Second;July;2006;15:20;1;;NA;NA;NA;NA;NA;NA;NA;NA;NA
212;RE;A49966;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;1;0;69;NA;NA;NA;NA;0;NA;19.5;NA;22-jul-06;MASE;Second;July;2006;7:20;15;CG;NA;NA;NA;NA;NA;NA;NA;NA;NA
213;RE;A49967;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;2;0;68;NA;NA;NA;NA;0;NA;21.1;NA;22-jul-06;MASE;Second;July;2006;7:20;13;SL;NA;NA;NA;NA;NA;NA;NA;NA;NA
214;RE;A49968;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;0;M;64;NA;NA;NA;NA;20;NA;20.6;NA;22-jul-06;MASE;Second;July;2006;7:20;12;CG;NA;NA;NA;NA;NA;NA;NA;NA;NA
215;RE;A49969;R;METALLURA TYRIANTHINA;Territorial;METY;A;I;9;F;P;9;0;0;0;0;0;1;0;54;NA;NA;NA;NA;0;NA;12.8;NA;22-jul-06;MASE;Second;July;2006;8:00;5;CG;NA;NA;NA;NA;NA;NA;NA;NA;NA
216;RE;A49970;R;HELIANGELUS VIOLA;Territorial;HEVI;A;P;I;M;P;9;0;0;0;1;F;0;0;58;NA;NA;NA;NA;0;NA;14;NA;22-jul-06;MASE;Second;July;2006;8:00;12;;NA;NA;NA;NA;NA;NA;NA;NA;NA
217;RE;A49952;R;METALLURA TYRIANTHINA;Territorial;METY;A;I;P;M;P;9;0;0;0;0;0;0;0;51;NA;NA;NA;NA;0;NA;11.2;NA;22-jul-06;MASE;Second;July;2006;9:15;2;SL;NA;NA;NA;NA;NA;NA;NA;NA;NA
218;RE;A49811;R;COELIGENA IRIS;Trapliner;COIR;A;I;B;F;B;9;4;0;0;1;0;0;0;75;NA;NA;NA;NA;0;NA;30.7;NA;21-jul-06;MASE;Second;July;2006;6:50;12;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
219;RE;A49813;R;COELIGENA IRIS;Trapliner;COIR;A;I;B;F;B;9;4;0;0;0;0;1;0;75;NA;NA;NA;NA;0;NA;28.8;NA;21-jul-06;MASE;Second;July;2006;6:45;8;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
220;RE;A49801;R;COELIGENA IRIS;Trapliner;COIR;A;I;9;U;9;9;0;0;0;1;F;3;M;75;NA;NA;NA;NA;0;NA;27.8;NA;21-jul-06;MASE;Second;July;2006;12:20;18;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
228;X;A49807;N;COELIGENA IRIS;Trapliner;COIR;A;P;9;M;P;9;0;0;1;0;1;0;0;74;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
229;X;A49880;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;0;NA;11.8;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
230;X;A49879;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;0;0;0;1;0;1;0;48;NA;NA;NA;NA;5;NA;11.9;NA;19-jul-06;LLAV;Second;July;2006;7:30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
231;X;A49808;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;0;0;0;0;0;1;0;71;NA;NA;NA;NA;0;NA;20;NA;19-jul-06;LLAV;Second;July;2006;7:30;14;;NA;NA;NA;NA;NA;NA;NA;NA;NA
232;X;A49881;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;M;P;9;0;0;0;1;0;0;0;67;NA;NA;NA;NA;40;NA;20.1;NA;19-jul-06;LLAV;Second;July;2006;7:30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
233;X;A49882;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;I;M;P;9;0;0;0;0;0;1;0;55;NA;NA;NA;NA;0;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;7:30;16;;NA;NA;NA;NA;NA;NA;NA;NA;NA
234;X;A49883;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;P;U;9;9;0;0;0;0;0;2;0;67;NA;NA;NA;NA;0;NA;19.8;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
235;X;A49884;N;LESBIA VICTORIAE;Trapliner;LEVI;A;I;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;0;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
237;X;A49885;N;AGLAEACTIS CUPRIPENNIS;Territorial;AGCU;A;I;P;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;0;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
238;X;A49886;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
239;X;A49887;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;P;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;0;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
240;X;A49888;N;METALLURA TYRIANTHINA;Territorial;METY;A;I;P;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;0;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;16;;NA;NA;NA;NA;NA;NA;NA;NA;NA
241;X;A49889;N;METALLURA TYRIANTHINA;Territorial;METY;A;I;P;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;0;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
242;X;A49810;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;40;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
243;RE;A49850;R;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;50;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
244;X;A49892;N;METALLURA BARONI;Territorial;MEBA;Y;I;P;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;60;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
245;X;A49856;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;P;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;60;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
246;X;A49893;N;METALLURA BARONI;Territorial;MEBA;Y;P;I;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;80;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
247;X;A49894;N;LESBIA VICTORIAE;Trapliner;LEVI;A;P;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
249;X;A49895;N;METALLURA TYRIANTHINA;Territorial;METY;U;9;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;80;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
250;X;A49857;N;LESBIA VICTORIAE;Trapliner;LEVI;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
251;X;A49896;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
252;X;A49858;N;HELIANGELUS VIOLA;Territorial;HEVI;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
253;X;A49859;N;LESBIA VICTORIAE;Trapliner;LEVI;A;I;P;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;0;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
254;X;A49897;N;METALLURA BARONI;Territorial;MEBA;Y;I;P;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;30;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
255;X;A49901;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
256;X;A49902;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;U;9;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
258;X;A49898;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;80;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
259;X;A49904;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;50;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;8:00;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
260;X;A49905;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;0;0;0;0;65;NA;NA;NA;NA;80;NA;24.4;NA;19-jul-06;LLAV;Second;July;2006;8:00;2;;NA;NA;NA;NA;NA;NA;NA;NA;NA
261;X;A49906;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;P;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;50;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
262;X;A49899;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;60;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
263;X;A49900;N;LAFRESNAYA LAFRESNAYI;Trapliner;LALA;A;I;9;F;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;0;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
264;X;A49907;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
265;X;A49908;N;METALLURA BARONI;Territorial;MEBA;Y;I;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;80;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;4;;NA;NA;NA;NA;NA;NA;NA;NA;NA
266;X;A49909;N;AGLAEACTIS CUPRIPENNIS;Territorial;AGCU;Y;I;P;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;30;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
267;X;A49910;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;20;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
268;X;A49911;N;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
269;X;A49912;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;P;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;0;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
270;X;A49913;N;METALLURA BARONI;Territorial;MEBA;Y;I;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;50;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
271;X;A49914;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;50;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
272;X;A49915;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;50;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
273;X;A49916;N;METALLURA BARONI;Territorial;MEBA;U;9;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;10;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
274;X;A49917;N;METALLURA BARONI;Territorial;MEBA;U;9;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;2;;NA;NA;NA;NA;NA;NA;NA;NA;NA
275;X;A49918;N;METALLURA BARONI;Territorial;MEBA;U;9;9;F;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;19-jul-06;LLAV;Second;July;2006;;5;;NA;NA;NA;NA;NA;NA;NA;NA;NA
276;X;A49921;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;1;0;66;NA;NA;NA;NA;0;NA;19.9;NA;20-jul-06;LLAV;Second;July;2006;6:45;15;;NA;NA;NA;NA;NA;NA;NA;NA;NA
277;X;A49919;N;AGLAEACTIS CUPRIPENNIS;Territorial;AGCU;A;P;9;U;9;9;0;0;0;1;0;1;0;75;NA;NA;NA;NA;0;NA;15.5;NA;20-jul-06;LLAV;Second;July;2006;6:45;9;;NA;NA;NA;NA;NA;NA;NA;NA;NA
278;X;A49922;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;1;0;69;NA;NA;NA;NA;0;NA;20.2;NA;20-jul-06;LLAV;Second;July;2006;6:45;18;;NA;NA;NA;NA;NA;NA;NA;NA;NA
279;X;A49923;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;1;0;68;NA;NA;NA;NA;0;NA;19.3;NA;20-jul-06;LLAV;Second;July;2006;7:15;16;;NA;NA;NA;NA;NA;NA;NA;NA;NA
280;X;A49920;N;AGLAEACTIS CUPRIPENNIS;Territorial;AGCU;A;I;9;U;9;9;0;0;0;1;F;0;0;76;NA;NA;NA;NA;0;NA;17;NA;20-jul-06;LLAV;Second;July;2006;7:15;7;;NA;NA;NA;NA;NA;NA;NA;NA;NA
281;X;A49924;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;0;0;67;NA;NA;NA;NA;0;NA;19.9;NA;20-jul-06;LLAV;Second;July;2006;7:20;2;;NA;NA;NA;NA;NA;NA;NA;NA;NA
282;X;A49925;N;ERIOCNEMIS VESTITA;Territorial;ERVE;Y;I;9;M;P;9;0;0;0;1;0;0;0;59;NA;NA;NA;NA;80;NA;14.2;NA;20-jul-06;LLAV;Second;July;2006;7:20;2;;NA;NA;NA;NA;NA;NA;NA;NA;NA
283;X;A49941;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;0;F;0;0;68;NA;NA;NA;NA;50;NA;18.8;NA;20-jul-06;LLAV;Second;July;2006;7:20;3;;NA;NA;NA;NA;NA;NA;NA;NA;NA
284;X;A49942;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;Y;I;9;U;9;9;0;0;0;1;F;0;0;64;NA;NA;NA;NA;50;NA;19.1;NA;20-jul-06;LLAV;Second;July;2006;7:20;3;;NA;NA;NA;NA;NA;NA;NA;NA;NA
285;X;A49926;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;M;P;9;0;0;0;2;0;1;0;52;NA;NA;NA;NA;40;NA;12;NA;20-jul-06;LLAV;Second;July;2006;8:00;14;;NA;NA;NA;NA;NA;NA;NA;NA;NA
286;X;A49927;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;F;P;9;0;0;0;0;9;1;0;51;NA;NA;NA;NA;80;NA;12.8;NA;20-jul-06;LLAV;Second;July;2006;8:30;11;;NA;NA;NA;NA;NA;NA;NA;NA;NA
287;X;A49943;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;F;B;9;9;0;0;0;0;0;0;67;NA;NA;NA;NA;0;NA;19;NA;20-jul-06;LLAV;Second;July;2006;8:45;1;;NA;NA;NA;NA;NA;NA;NA;NA;NA
288;X;A49944;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;20-jul-06;LLAV;Second;July;2006;8:45;1;;NA;NA;NA;NA;NA;NA;NA;NA;NA
289;X;A49928;N;METALLURA TYRIANTHINA;Territorial;METY;A;I;9;M;P;9;9;9;9;9;9;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;20-jul-06;LLAV;Second;July;2006;8:45;7;;NA;NA;NA;NA;NA;NA;NA;NA;NA
290;X;A49929;N;METALLURA TYRIANTHINA;Territorial;METY;Y;I;9;U;9;9;0;0;0;2;F;0;0;51;NA;NA;NA;NA;80;NA;13;NA;20-jul-06;LLAV;Second;July;2006;9:10;9;;NA;NA;NA;NA;NA;NA;NA;NA;NA
291;X;A49930;N;LESBIA VICTORIAE;Trapliner;LEVI;A;I;9;F;P;9;0;0;0;0;0;0;0;61;NA;NA;NA;NA;0;NA;NA;16.1;20-jul-06;LLAV;Second;July;2006;9:00;4;;NA;NA;NA;NA;NA;NA;NA;NA;NA
292;X;A49945;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;2;0;1;0;67;NA;NA;NA;NA;0;NA;19.3;NA;20-jul-06;LLAV;Second;July;2006;9:00;2;;NA;NA;NA;NA;NA;NA;NA;NA;NA
293;X;A49931;N;LESBIA VICTORIAE;Trapliner;LEVI;Y;I;9;F;P;9;0;0;0;2;0;1;0;56;NA;NA;NA;NA;60;NA;19.3;NA;20-jul-06;LLAV;Second;July;2006;9:00;4;;NA;NA;NA;NA;NA;NA;NA;NA;NA
294;X;A49932;N;METALLURA BARONI;Territorial;MEBA;A;I;9;M;P;9;0;0;0;1;0;0;0;58;NA;NA;NA;NA;0;NA;12.6;NA;20-jul-06;LLAV;Second;July;2006;10:20;11;;NA;NA;NA;NA;NA;NA;NA;NA;NA
295;X;A49933;N;METALLURA TYRIANTHINA;Territorial;METY;A;I;P;M;P;9;0;0;0;0;0;1;0;57;NA;NA;NA;NA;0;NA;12.1;NA;20-jul-06;LLAV;Second;July;2006;10:20;11;;NA;NA;NA;NA;NA;NA;NA;NA;NA
296;X;A49946;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;B;9;F;B;9;4;0;0;0;0;1;0;70;NA;NA;NA;NA;30;NA;18.3;NA;20-jul-06;LLAV;Second;July;2006;10:20;2;;NA;NA;NA;NA;NA;NA;NA;NA;NA
338;RE;A49819;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;1;0;66;5.7;NA;NA;NA;0;NA;20.72;NA;23-jul-06;MAIN;Second;July;2006;9:25;6;CG;NA;NA;NA;NA;NA;NA;NA;NA;NA
339;RE;A49818;R;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;1;F;0;0;66;6.05;NA;NA;NA;0;NA;20.2;NA;23-jul-06;MAIN;Second;July;2006;11:10;11;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
341;RE;A49820;R;COELIGENA IRIS;Trapliner;COIR;Y;I;9;F;P;9;0;0;0;1;0;9;0;74;6.5;NA;NA;NA;50;NA;28.8;NA;23-jul-06;MAIN;Second;July;2006;11:40;10;;NA;NA;NA;NA;NA;NA;NA;NA;NA
342;RE;A49842;R;METALLURA TYRIANTHINA;Territorial;METY;A;P;9;M;P;9;0;0;0;0;0;1;0;57;4;NA;NA;NA;0;NA;11.6;NA;23-jul-06;MAIN;Second;July;2006;11:50;17;BT;NA;NA;NA;NA;NA;NA;NA;NA;NA
343;RE;A49816;R;COELIGENA IRIS;Trapliner;COIR;A;I;9;F;P;9;0;0;0;0;0;1;0;78.5;6.75;NA;NA;NA;0;NA;30.84;NA;24-jul-06;MAIN;Second;July;2006;8:50;16;SL;NA;NA;NA;NA;NA;NA;NA;NA;NA
379;X;A49953;N;COELIGENA IRIS;Trapliner;COIR;A;I;9;U;9;9;0;0;0;0;0;1;0;82;NA;NA;NA;NA;0;NA;28;NA;23-jul-06;MAIN;Second;July;2006;6:30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
380;X;A49954;N;COELIGENA IRIS;Trapliner;COIR;Y;I;P;U;9;9;0;0;0;0;0;1;0;79;NA;NA;NA;NA;85;NA;28.2;NA;23-jul-06;MAIN;Second;July;2006;7:20;18;SL;NA;NA;NA;NA;NA;NA;NA;NA;NA
381;X;A49955;N;COELIGENA IRIS;Trapliner;COIR;U;9;9;U;9;9;0;0;0;1;F;3;0;80;NA;NA;NA;NA;0;NA;29.1;NA;23-jul-06;MAIN;Second;July;2006;7:20;;;NA;NA;NA;NA;NA;NA;NA;NA;NA
382;X;A49981;N;ERIOCNEMIS LUCIANI;Territorial;ERLU;A;I;9;U;9;9;0;0;0;0;0;1;0;65;5.55;NA;NA;NA;0;NA;19.3;NA;23-jul-06;MAIN;Second;July;2006;7:50;19;CG;NA;NA;NA;NA;NA;NA;NA;NA;NA
383;X;A49982;N;METALLURA TYRIANTHINA;Territorial;METY;A;I;9;U;9;9;0;0;0;1;F;1;0;50;3.75;NA;NA;NA;0;NA;11.72;NA;23-jul-06;MAIN;Second;July;2006;7:50;11;;NA;NA;NA;NA;NA;NA;NA;NA;NA
384;X;A49983;N;HELIANGELUS VIOLA;Territorial;HEVI;Y;I;9;M;P;9;0;0;0;0;0;1;0;60;4.95;NA;NA;NA;80;NA;13.4;NA;23-jul-06;MAIN;Second;July;2006;8:20;17;;NA;NA;NA;NA;NA;NA;NA;NA;NA
